GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH1OE001,AH1OE002,AH1OE003,AH1OE004,AH1OE005,AH1OE006,AH1OE007,AH1OE008,AH1OE009,AH1OE010,AH1OE011,AH1OE012,AH1OE013,AH1OE014,AH1OE015,AH1OE016,AH1OE017,NAME_M,AH1OM001,AH1OM002,AH1OM003,AH1OM004,AH1OM005,AH1OM006,AH1OM007,AH1OM008,AH1OM009,AH1OM010,AH1OM011,AH1OM012,AH1OM013,AH1OM014,AH1OM015,AH1OM016,AH1OM017
"G12010500103002","2013-2017",,,"Florida","12","Polk County","105",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 103, Polk County, Florida",909,102,97,82,93,80,81,37,49,59,67,96,43,0,7,6,10,"Block Group 2, Census Tract 103, Polk County, Florida",140,68,76,70,64,47,51,39,44,41,52,46,35,13,13,11,16
"G12010500103003","2013-2017",,,"Florida","12","Polk County","105",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 103, Polk County, Florida",369,40,35,54,0,9,0,0,10,11,88,18,61,9,8,0,26,"Block Group 3, Census Tract 103, Polk County, Florida",106,51,28,43,13,14,13,13,15,16,70,20,64,15,13,13,32
"G12010500104011","2013-2017",,,"Florida","12","Polk County","105",,,"010401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 104.01, Polk County, Florida",511,29,85,75,45,47,30,27,21,0,38,9,47,19,9,21,9,"Block Group 1, Census Tract 104.01, Polk County, Florida",90,26,43,49,48,34,23,25,28,13,31,16,45,21,14,29,14
"G12010500104012","2013-2017",,,"Florida","12","Polk County","105",,,"010401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 104.01, Polk County, Florida",410,0,16,21,7,53,15,36,18,27,14,41,32,51,24,29,26,"Block Group 2, Census Tract 104.01, Polk County, Florida",77,13,19,25,11,49,17,44,20,25,16,29,25,43,21,33,26
"G12010500104021","2013-2017",,,"Florida","12","Polk County","105",,,"010402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 104.02, Polk County, Florida",349,15,7,6,14,11,14,69,56,6,18,20,21,27,34,16,15,"Block Group 1, Census Tract 104.02, Polk County, Florida",88,23,11,10,23,16,15,49,62,11,17,23,27,24,24,24,19
"G12010500104022","2013-2017",,,"Florida","12","Polk County","105",,,"010402","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 104.02, Polk County, Florida",398,50,6,0,51,45,53,29,23,6,26,36,61,12,0,0,0,"Block Group 2, Census Tract 104.02, Polk County, Florida",123,63,10,13,65,47,46,44,36,9,27,31,40,15,13,13,13
"G12010500104023","2013-2017",,,"Florida","12","Polk County","105",,,"010402","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 104.02, Polk County, Florida",537,39,19,44,67,74,70,26,25,49,32,26,20,33,0,13,0,"Block Group 3, Census Tract 104.02, Polk County, Florida",130,35,18,32,90,62,81,34,31,51,26,27,23,43,13,21,13
"G12010500105011","2013-2017",,,"Florida","12","Polk County","105",,,"010501","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 105.01, Polk County, Florida",586,33,28,11,26,11,12,3,29,34,49,62,147,80,0,40,21,"Block Group 1, Census Tract 105.01, Polk County, Florida",37,31,33,12,18,12,11,6,26,30,31,28,49,38,13,21,16
"G12010500105021","2013-2017",,,"Florida","12","Polk County","105",,,"010502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 105.02, Polk County, Florida",693,130,10,62,10,35,61,34,54,26,78,40,51,70,23,0,9,"Block Group 1, Census Tract 105.02, Polk County, Florida",116,73,15,49,15,28,59,35,51,25,84,32,28,40,23,13,14
"G12010500105022","2013-2017",,,"Florida","12","Polk County","105",,,"010502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 105.02, Polk County, Florida",770,40,22,8,40,10,0,9,66,23,48,29,80,71,130,78,116,"Block Group 2, Census Tract 105.02, Polk County, Florida",106,41,25,14,45,14,13,15,65,25,43,25,54,37,65,46,75
"G12010500105023","2013-2017",,,"Florida","12","Polk County","105",,,"010502","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 105.02, Polk County, Florida",320,0,10,0,18,23,6,0,12,41,17,24,43,33,21,10,62,"Block Group 3, Census Tract 105.02, Polk County, Florida",71,13,15,13,20,21,9,13,19,49,21,24,34,27,25,16,39
"G12010500106011","2013-2017",,,"Florida","12","Polk County","105",,,"010601","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106.01, Polk County, Florida",486,0,8,39,28,7,16,26,73,75,32,58,60,64,0,0,0,"Block Group 1, Census Tract 106.01, Polk County, Florida",113,13,14,35,33,11,24,26,53,62,25,46,46,63,13,13,13
"G12010500106012","2013-2017",,,"Florida","12","Polk County","105",,,"010601","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106.01, Polk County, Florida",639,31,19,26,61,36,86,42,39,29,124,24,22,51,12,20,17,"Block Group 2, Census Tract 106.01, Polk County, Florida",102,37,31,24,44,33,58,41,34,25,67,26,23,39,19,23,19
"G12010500106013","2013-2017",,,"Florida","12","Polk County","105",,,"010601","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106.01, Polk County, Florida",330,0,13,0,10,0,9,0,0,20,23,0,102,47,79,0,27,"Block Group 3, Census Tract 106.01, Polk County, Florida",82,13,21,13,15,13,14,13,13,21,28,13,58,53,45,13,30
"G12010500106031","2013-2017",,,"Florida","12","Polk County","105",,,"010603","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106.03, Polk County, Florida",468,0,0,0,9,31,0,20,35,11,0,45,41,136,0,51,89,"Block Group 1, Census Tract 106.03, Polk County, Florida",72,13,13,13,14,28,13,21,32,17,13,30,33,79,13,31,44
"G12010500106032","2013-2017",,,"Florida","12","Polk County","105",,,"010603","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106.03, Polk County, Florida",857,0,10,0,37,68,26,45,75,52,117,105,131,86,29,66,10,"Block Group 2, Census Tract 106.03, Polk County, Florida",83,13,17,13,30,38,25,35,45,52,64,51,58,46,30,42,16
"G12010500106041","2013-2017",,,"Florida","12","Polk County","105",,,"010604","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106.04, Polk County, Florida",715,58,58,0,19,20,22,55,40,11,71,141,112,12,48,19,29,"Block Group 1, Census Tract 106.04, Polk County, Florida",107,54,40,13,22,21,23,55,33,18,45,62,69,16,39,21,27
"G12010500106042","2013-2017",,,"Florida","12","Polk County","105",,,"010604","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106.04, Polk County, Florida",674,8,21,17,34,65,43,48,91,0,113,89,42,56,18,29,0,"Block Group 2, Census Tract 106.04, Polk County, Florida",97,14,23,22,22,49,35,31,58,13,86,71,40,44,19,40,13
"G12010500107011","2013-2017",,,"Florida","12","Polk County","105",,,"010701","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.01, Polk County, Florida",409,45,27,34,0,8,8,30,23,10,39,50,40,28,33,27,7,"Block Group 1, Census Tract 107.01, Polk County, Florida",92,66,26,50,13,14,12,28,23,15,40,39,25,26,34,32,13
"G12010500107012","2013-2017",,,"Florida","12","Polk County","105",,,"010701","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.01, Polk County, Florida",445,75,15,47,43,11,22,37,8,0,105,52,30,0,0,0,0,"Block Group 2, Census Tract 107.01, Polk County, Florida",101,44,18,40,43,18,36,50,12,13,60,56,25,13,13,13,13
"G12010500107013","2013-2017",,,"Florida","12","Polk County","105",,,"010701","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 107.01, Polk County, Florida",338,20,21,19,9,8,9,23,30,0,42,35,38,55,13,16,0,"Block Group 3, Census Tract 107.01, Polk County, Florida",66,33,19,20,14,13,15,24,24,13,32,31,31,49,17,18,13
"G12010500107014","2013-2017",,,"Florida","12","Polk County","105",,,"010701","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 107.01, Polk County, Florida",674,9,27,59,46,129,59,50,69,36,88,38,26,22,7,0,9,"Block Group 4, Census Tract 107.01, Polk County, Florida",105,16,22,42,32,66,40,26,54,33,61,29,32,20,11,13,14
"G12010500107021","2013-2017",,,"Florida","12","Polk County","105",,,"010702","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.02, Polk County, Florida",686,58,0,0,30,54,9,20,39,20,87,73,77,89,29,24,77,"Block Group 1, Census Tract 107.02, Polk County, Florida",122,52,13,13,23,61,15,22,49,22,63,42,42,60,26,24,51
"G12010500107022","2013-2017",,,"Florida","12","Polk County","105",,,"010702","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.02, Polk County, Florida",977,78,55,121,65,39,63,58,106,31,139,9,121,39,14,39,0,"Block Group 2, Census Tract 107.02, Polk County, Florida",128,51,49,49,51,30,53,40,59,29,67,14,76,31,17,43,13
"G12010500108001","2013-2017",,,"Florida","12","Polk County","105",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 108, Polk County, Florida",753,70,130,51,50,37,16,79,0,0,98,95,91,12,17,0,7,"Block Group 1, Census Tract 108, Polk County, Florida",138,50,75,35,53,54,19,64,13,13,76,56,49,19,26,13,13
"G12010500108002","2013-2017",,,"Florida","12","Polk County","105",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 108, Polk County, Florida",690,27,67,143,69,32,14,34,8,15,141,49,41,16,10,24,0,"Block Group 2, Census Tract 108, Polk County, Florida",130,25,46,103,46,35,23,38,13,17,93,38,36,19,15,32,13
"G12010500109001","2013-2017",,,"Florida","12","Polk County","105",,,"010900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 109, Polk County, Florida",796,161,53,45,33,77,107,47,65,0,59,46,69,12,22,0,0,"Block Group 1, Census Tract 109, Polk County, Florida",133,87,50,46,26,63,73,51,46,13,52,26,58,21,33,13,13
"G12010500109002","2013-2017",,,"Florida","12","Polk County","105",,,"010900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 109, Polk County, Florida",765,80,74,123,52,15,18,58,43,57,79,57,93,16,0,0,0,"Block Group 2, Census Tract 109, Polk County, Florida",121,45,50,68,39,17,21,52,51,46,44,60,60,19,13,13,13
"G12010500110001","2013-2017",,,"Florida","12","Polk County","105",,,"011000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 110, Polk County, Florida",180,30,28,31,19,6,32,0,0,0,0,34,0,0,0,0,0,"Block Group 1, Census Tract 110, Polk County, Florida",84,24,36,35,18,11,39,13,13,13,13,42,13,13,13,13,13
"G12010500110002","2013-2017",,,"Florida","12","Polk County","105",,,"011000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 110, Polk County, Florida",231,45,25,54,0,32,29,8,0,31,7,0,0,0,0,0,0,"Block Group 2, Census Tract 110, Polk County, Florida",84,52,27,49,13,36,41,12,13,33,13,13,13,13,13,13,13
"G12010500110003","2013-2017",,,"Florida","12","Polk County","105",,,"011000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 110, Polk County, Florida",826,62,65,71,66,68,77,91,75,70,77,57,18,29,0,0,0,"Block Group 3, Census Tract 110, Polk County, Florida",115,48,44,48,48,44,61,55,52,53,42,42,19,27,13,13,13
"G12010500111001","2013-2017",,,"Florida","12","Polk County","105",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 111, Polk County, Florida",362,69,41,68,18,52,10,60,0,6,19,19,0,0,0,0,0,"Block Group 1, Census Tract 111, Polk County, Florida",92,54,44,48,21,47,17,46,13,11,24,28,13,13,13,13,13
"G12010500111002","2013-2017",,,"Florida","12","Polk County","105",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 111, Polk County, Florida",276,23,59,5,28,58,15,0,0,6,26,39,17,0,0,0,0,"Block Group 2, Census Tract 111, Polk County, Florida",63,29,47,9,23,42,26,13,13,11,39,34,26,13,13,13,13
"G12010500111003","2013-2017",,,"Florida","12","Polk County","105",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 111, Polk County, Florida",383,103,49,59,0,26,50,11,0,43,0,18,10,14,0,0,0,"Block Group 3, Census Tract 111, Polk County, Florida",99,62,44,44,13,33,54,18,13,33,13,25,17,22,13,13,13
"G12010500112021","2013-2017",,,"Florida","12","Polk County","105",,,"011202","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 112.02, Polk County, Florida",190,116,18,20,18,10,4,0,0,0,0,4,0,0,0,0,0,"Block Group 1, Census Tract 112.02, Polk County, Florida",62,64,15,26,29,10,6,13,13,13,13,7,13,13,13,13,13
"G12010500112022","2013-2017",,,"Florida","12","Polk County","105",,,"011202","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 112.02, Polk County, Florida",185,26,13,20,48,10,18,0,0,4,0,16,15,15,0,0,0,"Block Group 2, Census Tract 112.02, Polk County, Florida",50,28,12,17,37,12,24,13,13,6,13,25,19,26,13,13,13
"G12010500112023","2013-2017",,,"Florida","12","Polk County","105",,,"011202","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 112.02, Polk County, Florida",193,35,41,7,17,24,0,6,10,8,8,18,5,14,0,0,0,"Block Group 3, Census Tract 112.02, Polk County, Florida",62,34,39,11,12,18,13,10,12,8,8,23,8,22,13,13,13
"G12010500112031","2013-2017",,,"Florida","12","Polk County","105",,,"011203","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 112.03, Polk County, Florida",812,61,176,63,87,130,8,43,9,17,94,34,13,38,33,6,0,"Block Group 1, Census Tract 112.03, Polk County, Florida",113,48,85,58,62,81,13,37,15,17,74,27,17,37,42,9,13
"G12010500112032","2013-2017",,,"Florida","12","Polk County","105",,,"011203","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 112.03, Polk County, Florida",510,50,98,104,91,39,37,14,30,39,0,8,0,0,0,0,0,"Block Group 2, Census Tract 112.03, Polk County, Florida",107,33,71,73,72,43,34,22,37,45,13,13,13,13,13,13,13
"G12010500112041","2013-2017",,,"Florida","12","Polk County","105",,,"011204","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 112.04, Polk County, Florida",595,172,45,98,39,11,49,9,22,28,62,25,23,5,3,4,0,"Block Group 1, Census Tract 112.04, Polk County, Florida",61,74,36,61,37,13,41,11,17,24,43,25,24,8,6,6,13
"G12010500113001","2013-2017",,,"Florida","12","Polk County","105",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 113, Polk County, Florida",311,38,21,19,31,0,17,23,33,0,39,24,38,0,28,0,0,"Block Group 1, Census Tract 113, Polk County, Florida",58,35,19,18,34,13,14,27,28,13,25,17,23,13,23,13,13
"G12010500113002","2013-2017",,,"Florida","12","Polk County","105",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 113, Polk County, Florida",325,71,36,15,57,33,7,40,0,6,9,16,15,6,9,0,5,"Block Group 2, Census Tract 113, Polk County, Florida",65,49,27,26,45,20,11,38,13,9,11,25,24,9,9,13,8
"G12010500114001","2013-2017",,,"Florida","12","Polk County","105",,,"011400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 114, Polk County, Florida",823,162,102,142,87,65,31,20,57,5,71,15,46,0,0,20,0,"Block Group 1, Census Tract 114, Polk County, Florida",104,74,55,66,57,48,28,26,37,9,52,16,45,13,13,32,13
"G12010500114002","2013-2017",,,"Florida","12","Polk County","105",,,"011400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 114, Polk County, Florida",951,49,102,84,46,74,59,51,35,71,130,116,85,40,9,0,0,"Block Group 2, Census Tract 114, Polk County, Florida",103,41,54,53,37,48,51,36,35,48,70,61,53,34,14,13,13
"G12010500115011","2013-2017",,,"Florida","12","Polk County","105",,,"011501","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 115.01, Polk County, Florida",1016,218,18,194,190,28,36,0,97,56,33,37,51,45,13,0,0,"Block Group 1, Census Tract 115.01, Polk County, Florida",176,119,29,103,107,32,35,13,113,67,36,44,72,66,20,13,13
"G12010500115012","2013-2017",,,"Florida","12","Polk County","105",,,"011501","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 115.01, Polk County, Florida",619,22,14,24,0,68,11,79,133,32,77,81,25,16,11,26,0,"Block Group 2, Census Tract 115.01, Polk County, Florida",165,36,24,28,13,71,19,80,119,34,92,68,29,31,19,44,13
"G12010500115013","2013-2017",,,"Florida","12","Polk County","105",,,"011501","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 115.01, Polk County, Florida",474,77,45,39,34,36,11,36,30,0,61,47,17,15,26,0,0,"Block Group 3, Census Tract 115.01, Polk County, Florida",125,58,40,61,51,46,18,43,42,13,66,39,30,24,43,13,13
"G12010500115021","2013-2017",,,"Florida","12","Polk County","105",,,"011502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 115.02, Polk County, Florida",722,44,69,47,88,43,0,42,0,94,115,34,32,86,12,16,0,"Block Group 1, Census Tract 115.02, Polk County, Florida",145,48,67,55,105,51,13,53,13,63,76,46,37,81,18,23,13
"G12010500115022","2013-2017",,,"Florida","12","Polk County","105",,,"011502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 115.02, Polk County, Florida",1570,71,21,24,32,0,76,235,88,84,232,136,172,133,108,118,40,"Block Group 2, Census Tract 115.02, Polk County, Florida",181,70,34,31,39,13,79,141,65,61,102,78,93,75,61,69,46
"G12010500116031","2013-2017",,,"Florida","12","Polk County","105",,,"011603","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 116.03, Polk County, Florida",940,56,80,35,26,72,73,83,159,49,68,116,64,6,40,0,13,"Block Group 1, Census Tract 116.03, Polk County, Florida",92,41,62,35,34,50,49,54,90,38,54,57,40,10,29,13,20
"G12010500116041","2013-2017",,,"Florida","12","Polk County","105",,,"011604","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 116.04, Polk County, Florida",551,109,12,21,112,50,36,52,34,16,11,45,24,17,0,12,0,"Block Group 1, Census Tract 116.04, Polk County, Florida",139,76,22,26,109,60,42,41,44,30,17,55,39,27,13,20,13
"G12010500116042","2013-2017",,,"Florida","12","Polk County","105",,,"011604","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 116.04, Polk County, Florida",835,31,133,23,11,52,70,64,98,37,78,68,47,70,53,0,0,"Block Group 2, Census Tract 116.04, Polk County, Florida",185,37,92,33,20,47,53,54,83,43,62,53,51,74,51,13,13
"G12010500116043","2013-2017",,,"Florida","12","Polk County","105",,,"011604","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 116.04, Polk County, Florida",417,0,18,0,0,0,100,0,44,0,16,89,132,6,12,0,0,"Block Group 3, Census Tract 116.04, Polk County, Florida",127,13,28,13,13,13,97,13,50,13,25,85,76,13,22,13,13
"G12010500116051","2013-2017",,,"Florida","12","Polk County","105",,,"011605","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 116.05, Polk County, Florida",1202,54,58,99,79,54,95,66,51,99,167,119,121,19,71,19,31,"Block Group 1, Census Tract 116.05, Polk County, Florida",103,42,38,49,58,37,60,44,46,63,57,53,46,18,41,19,32
"G12010500116061","2013-2017",,,"Florida","12","Polk County","105",,,"011606","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 116.06, Polk County, Florida",99,11,0,9,0,0,13,9,0,0,7,32,11,0,0,7,0,"Block Group 1, Census Tract 116.06, Polk County, Florida",36,17,13,16,13,13,13,11,13,13,12,30,14,13,13,10,13
"G12010500116062","2013-2017",,,"Florida","12","Polk County","105",,,"011606","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 116.06, Polk County, Florida",549,29,40,28,28,25,27,23,71,18,64,83,67,39,0,7,0,"Block Group 2, Census Tract 116.06, Polk County, Florida",66,30,31,25,19,18,27,24,33,20,34,59,30,24,13,9,13
"G12010500117041","2013-2017",,,"Florida","12","Polk County","105",,,"011704","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.04, Polk County, Florida",401,17,56,15,8,33,51,19,12,19,45,100,26,0,0,0,0,"Block Group 1, Census Tract 117.04, Polk County, Florida",103,27,50,25,13,25,47,22,19,30,44,58,31,13,13,13,13
"G12010500117042","2013-2017",,,"Florida","12","Polk County","105",,,"011704","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.04, Polk County, Florida",662,103,111,46,32,54,59,60,33,0,101,40,8,0,0,15,0,"Block Group 2, Census Tract 117.04, Polk County, Florida",123,57,69,46,31,50,52,69,28,13,54,38,12,13,13,25,13
"G12010500117043","2013-2017",,,"Florida","12","Polk County","105",,,"011704","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 117.04, Polk County, Florida",562,56,126,37,12,0,84,50,33,50,46,50,18,0,0,0,0,"Block Group 3, Census Tract 117.04, Polk County, Florida",108,35,70,35,15,13,68,45,41,55,35,41,31,13,13,13,13
"G12010500117211","2013-2017",,,"Florida","12","Polk County","105",,,"011721","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.21, Polk County, Florida",455,47,28,46,16,0,64,72,21,23,31,50,39,0,8,0,10,"Block Group 1, Census Tract 117.21, Polk County, Florida",111,62,28,43,32,13,65,47,24,25,46,41,42,13,15,13,16
"G12010500117212","2013-2017",,,"Florida","12","Polk County","105",,,"011721","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.21, Polk County, Florida",528,32,41,30,52,18,27,55,12,36,97,83,23,0,12,10,0,"Block Group 2, Census Tract 117.21, Polk County, Florida",105,39,44,32,46,16,29,37,14,36,49,58,19,13,17,16,13
"G12010500117221","2013-2017",,,"Florida","12","Polk County","105",,,"011722","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.22, Polk County, Florida",686,63,57,105,73,64,55,22,0,26,49,122,33,17,0,0,0,"Block Group 1, Census Tract 117.22, Polk County, Florida",120,44,54,67,45,45,48,18,13,31,56,63,31,19,13,13,13
"G12010500117222","2013-2017",,,"Florida","12","Polk County","105",,,"011722","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.22, Polk County, Florida",595,104,32,51,10,46,76,24,18,13,52,82,30,9,34,14,0,"Block Group 2, Census Tract 117.22, Polk County, Florida",102,61,35,53,15,37,56,25,20,20,43,58,27,13,47,24,13
"G12010500117311","2013-2017",,,"Florida","12","Polk County","105",,,"011731","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.31, Polk County, Florida",584,103,31,39,12,38,33,33,22,26,54,55,91,39,0,8,0,"Block Group 1, Census Tract 117.31, Polk County, Florida",92,62,23,36,21,28,25,29,28,26,42,35,56,35,13,14,13
"G12010500117312","2013-2017",,,"Florida","12","Polk County","105",,,"011731","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.31, Polk County, Florida",903,90,88,90,76,55,118,61,26,33,104,84,39,39,0,0,0,"Block Group 2, Census Tract 117.31, Polk County, Florida",141,78,69,57,51,51,76,44,37,44,64,57,31,36,13,13,13
"G12010500117321","2013-2017",,,"Florida","12","Polk County","105",,,"011732","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.32, Polk County, Florida",224,44,45,9,0,6,0,17,7,30,4,0,33,0,29,0,0,"Block Group 1, Census Tract 117.32, Polk County, Florida",68,39,32,13,13,12,13,16,11,44,15,13,40,13,38,13,13
"G12010500117322","2013-2017",,,"Florida","12","Polk County","105",,,"011732","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.32, Polk County, Florida",888,42,48,112,64,81,93,52,95,0,43,112,98,7,7,0,34,"Block Group 2, Census Tract 117.32, Polk County, Florida",101,35,35,77,57,60,58,50,66,13,39,61,53,12,13,13,44
"G12010500118211","2013-2017",,,"Florida","12","Polk County","105",,,"011821","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.21, Polk County, Florida",635,0,6,0,44,17,63,9,17,0,3,103,116,134,56,25,42,"Block Group 1, Census Tract 118.21, Polk County, Florida",71,13,11,13,38,18,45,14,19,13,8,69,46,66,32,24,31
"G12010500118212","2013-2017",,,"Florida","12","Polk County","105",,,"011821","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.21, Polk County, Florida",443,29,8,9,0,9,0,19,0,18,41,16,48,30,57,71,88,"Block Group 2, Census Tract 118.21, Polk County, Florida",63,29,13,14,13,14,13,17,13,19,30,19,35,25,34,44,61
"G12010500118221","2013-2017",,,"Florida","12","Polk County","105",,,"011822","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.22, Polk County, Florida",708,22,0,10,19,11,11,35,21,50,36,73,116,111,7,122,64,"Block Group 1, Census Tract 118.22, Polk County, Florida",77,24,13,16,16,16,16,29,26,32,28,44,49,60,12,61,42
"G12010500118222","2013-2017",,,"Florida","12","Polk County","105",,,"011822","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.22, Polk County, Florida",744,45,21,0,0,17,11,19,11,22,54,89,163,42,45,129,76,"Block Group 2, Census Tract 118.22, Polk County, Florida",77,46,23,13,13,20,17,20,17,25,34,41,73,31,29,59,40
"G12010500118321","2013-2017",,,"Florida","12","Polk County","105",,,"011832","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.32, Polk County, Florida",1121,61,48,74,48,99,62,99,99,47,88,148,154,70,8,10,6,"Block Group 1, Census Tract 118.32, Polk County, Florida",103,47,39,51,41,64,48,69,65,36,57,66,63,44,12,15,11
"G12010500118322","2013-2017",,,"Florida","12","Polk County","105",,,"011832","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.32, Polk County, Florida",407,0,0,0,0,9,11,18,57,48,60,52,46,42,30,16,18,"Block Group 2, Census Tract 118.32, Polk County, Florida",73,13,13,13,13,13,17,15,43,45,48,34,34,37,26,20,19
